0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.800000000000000000e+02,-1.350000000000000000e+02,1.149286329746246477e-01,8.929199218750000000e+01,1.802234497070312500e+02,-1.352056579589843750e+02
1.000000000000000000e+00,1.343272443862305598e+00,9.009999999999999432e+01,1.800000000000000000e+02,-1.312311911643720350e+02,1.149286329746246477e-01,8.929199218750000000e+01,1.802234497070312500e+02,-1.352056579589843750e+02
2.000000000000000000e+00,2.673179103588040562e+00,9.020000000000000284e+01,1.800000000000000000e+02,-1.274689941000915923e+02,1.149286329746246477e-01,8.929199218750000000e+01,1.802234497070312500e+02,-1.352056579589843750e+02
3.000000000000000000e+00,3.989852970951399236e+00,9.029999999999999716e+01,1.800000000000000000e+02,-1.237200089792126079e+02,1.149286329746246477e-01,8.929199218750000000e+01,1.802234497070312500e+02,-1.352056579589843750e+02
4.000000000000000000e+00,5.293425714436371443e+00,9.040000000000000568e+01,1.800000000000000000e+02,-1.199908127955507950e+02,1.437372267246246338e-01,8.929219055175781250e+01,1.802233428955078125e+02,-1.351992645263671875e+02
5.000000000000000000e+00,6.584027692403608079e+00,9.050000000000000000e+01,1.800000000000000000e+02,-1.162879478264016626e+02,3.527216315269470215e-01,8.929316711425781250e+01,1.802233428955078125e+02,-1.347944335937500000e+02
6.000000000000000000e+00,7.861787966126423832e+00,9.059999999999999432e+01,1.800000000000000000e+02,-1.126179101551630595e+02,7.614130377769470215e-01,8.929658508300781250e+01,1.802232513427734375e+02,-1.340417480468750000e+02
7.000000000000000000e+00,9.126834312696983531e+00,9.069999999999998863e+01,1.800000000000000000e+02,-1.089871382749975481e+02,1.273327112197875977e+00,8.932452392578125000e+01,1.802230529785156250e+02,-1.330739898681640625e+02
8.000000000000000000e+00,1.037929323780417157e+01,9.079999999999999716e+01,1.800000000000000000e+02,-1.054020017935275035e+02,1.909948110580444114e+00,8.940283203125000000e+01,1.802228546142578125e+02,-1.318859100341796875e+02
9.000000000000000000e+00,1.161928998838419425e+01,9.089999999999999147e+01,1.800000000000000000e+02,-1.018687902583789793e+02,2.666491270065307173e+00,8.954101562500000000e+01,1.802224731445312784e+02,-1.304940185546875000e+02
1.000000000000000000e+01,1.284694856514546579e+01,9.100000000000000000e+01,1.800000000000000000e+02,-9.839370212317798803e+01,3.579088926315307617e+00,8.968447875976562500e+01,1.802217864990234659e+02,-1.287637634277343750e+02
