0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.800000000000000000e+02,-3.069222892292850294e-02,8.984592327442919668e+01,1.800788916814504432e+02,8.388046199982365225e-01,-2.358605428571229345e-01,5.491900352062550894e-01,4.977020831722084315e-01,-5.634904533073060717e-01,8.483063923556104502e-01,5.301205568598077456e-01,-6.988547321924163391e-01,7.334997723899966404e-01
1.250000000000000000e-01,8.411187658417151880e-01,9.006250000000000000e+01,1.800000000000000000e+02,-3.069222892292850294e-02,8.984592327442919668e+01,1.800788916814504432e+02,8.285228360557205241e-01,3.573189184548457020e-01,5.689573658261265487e-01,4.976608635298965799e-01,5.573884935001742758e-01,8.447734271875565470e-01,5.258765281666070157e-01,6.947289472673677801e-01,7.383843279883377519e-01
2.500000000000000000e-01,1.676996933326005301e+00,9.012500000000000000e+01,1.800000000000000000e+02,7.192877008638348668e-01,8.992237702231540197e+01,1.800264451514707105e+02,8.743678840572027822e-01,3.137667658444457386e-01,6.801190010349403847e-01,5.085958963811364475e-01,5.616544795155827829e-01,8.494977609043976585e-01,5.331550755104337291e-01,7.005282786416059393e-01,7.329243618174802188e-01
3.750000000000000000e-01,2.507667154050086555e+00,9.018750000000000000e+01,1.800000000000000000e+02,2.168906715995342793e+00,9.028462256110444173e+01,1.799125060928917321e+02,7.010549823167180339e-01,3.123670320440670167e-01,3.139801433306954603e-01,4.980209581639973293e-01,5.608177762050274850e-01,8.548323629343140828e-01,5.399719004360911123e-01,6.976034388875304026e-01,7.294259447666726626e-01
5.000000000000000000e-01,3.333161876175096960e+00,9.025000000000000000e+01,1.800000000000000000e+02,2.944541925812484084e+00,9.062994709537790072e+01,1.797802306933957368e+02,8.515689750869465113e-01,4.332185101336618049e-01,6.213747151250574863e-01,4.964641435260008229e-01,5.618216726590680166e-01,8.420580910599371194e-01,5.356678883777667988e-01,6.959864833760116554e-01,7.381977367766264786e-01
6.250000000000000000e-01,4.153513345693542469e+00,9.031250000000000000e+01,1.800000000000000000e+02,3.897928314301357222e+00,9.066187736960210941e+01,1.800053885190121150e+02,8.130990542117211284e-01,3.939950108173947974e-01,7.087037975095707987e-01,5.124672427199145064e-01,5.560022061387173142e-01,8.470630947417561174e-01,5.378559896263277462e-01,6.940165333893155708e-01,7.295389900843972653e-01
7.500000000000000000e-01,4.968753607689054164e+00,9.037500000000000000e+01,1.800000000000000000e+02,4.372469084342458068e+00,9.023099637985431798e+01,1.800930443614292358e+02,7.263667525982518969e-01,5.224016413954319926e-01,4.170237894802397705e-01,5.028289294406217413e-01,5.535983357978452313e-01,8.434964798445865330e-01,5.346232570426169284e-01,7.002116344491451372e-01,7.296724862870128669e-01
8.750000000000000000e-01,5.778914507588025273e+00,9.043750000000000000e+01,1.800000000000000000e+02,5.370145937405146341e+00,8.985366307420484588e+01,1.802214793689690282e+02,7.090399417092501100e-01,3.469192333883196477e-01,7.507437922657723695e-01,5.098657637278897203e-01,5.561101274455279020e-01,8.325348266403250763e-01,5.229284830751168567e-01,7.005919243191442991e-01,7.349615292452461590e-01
1.000000000000000000e+00,6.584027692403608079e+00,9.050000000000000000e+01,1.800000000000000000e+02,5.983612671171301578e+00,9.004726494344724586e+01,1.800083382799460026e+02,7.930906808557059984e-01,2.761281826129902139e-01,5.367936872107825774e-01,5.024556524058062523e-01,5.622173239655959831e-01,8.413943715450972194e-01,5.268517676677816342e-01,6.965314820842806176e-01,7.352837104219779318e-01
1.125000000000000000e+00,7.384124611971963681e+00,9.056250000000000000e+01,1.800000000000000000e+02,6.882254544058799439e+00,9.048685184166255624e+01,1.797904469717615257e+02,8.145852129930531982e-01,4.602130645944700893e-01,6.285905433225413841e-01,5.012570137726033437e-01,5.611786801951337278e-01,8.460153195978070695e-01,5.215024429866893518e-01,7.063256964562354412e-01,7.363939587362540173e-01
1.250000000000000000e+00,8.179236520180765524e+00,9.062500000000000000e+01,1.800000000000000000e+02,7.835787582063672652e+00,9.098251077887987037e+01,1.798998101042609790e+02,9.166812864080716716e-01,4.037687617892507519e-01,6.902376862231019983e-01,4.997696897132084537e-01,5.554439748206532190e-01,8.486903972535100316e-01,5.296263880552898318e-01,7.030530844571138971e-01,7.337126343371426218e-01
1.375000000000000000e+00,8.969394476190016618e+00,9.068750000000000000e+01,1.800000000000000000e+02,9.022393554714303932e+00,9.150822246728674259e+01,1.799722035549052634e+02,6.592247107379902715e-01,3.044091682809132449e-01,6.801354074643664038e-01,5.064950077577728971e-01,5.570612995054549099e-01,8.523174190422859731e-01,5.331134681754429172e-01,6.958854856321854410e-01,7.275255258078676679e-01
1.500000000000000000e+00,9.754629345645364324e+00,9.075000000000000000e+01,1.800000000000000000e+02,9.215609200204724516e+00,9.092727236568877913e+01,1.802493750077149457e+02,7.808635283195415333e-01,3.840694112860024712e-01,6.904645005943276237e-01,4.887862717585161332e-01,5.585925332965128165e-01,8.363024688543377883e-01,5.260905625166543143e-01,6.855364418394449544e-01,7.357510133443732059e-01
1.625000000000000000e+00,1.053497180188372440e+01,9.081250000000000000e+01,1.800000000000000000e+02,9.675678788015568799e+00,9.018637137960995176e+01,1.802409165362231818e+02,8.539425204967582284e-01,3.031635619594784670e-01,4.663456357418435116e-01,5.002257621382186770e-01,5.560006839993423267e-01,8.519355642811717866e-01,5.328730038758033860e-01,6.936828472212100971e-01,7.359881525240822286e-01
1.750000000000000000e+00,1.131045232713151449e+01,9.087500000000000000e+01,1.800000000000000000e+02,1.047072573859187017e+01,8.974015565641950332e+01,1.799076434466806234e+02,5.848766748630698231e-01,4.698307432179593679e-01,5.553950000743067550e-01,4.994130283958191363e-01,5.570027429819882636e-01,8.462447665667459651e-01,5.359520893412725862e-01,6.945164512528394507e-01,7.347526281711749263e-01
1.875000000000000000e+00,1.208110121369538703e+01,9.093750000000000000e+01,1.800000000000000000e+02,1.203409210405310503e+01,9.060588795593835698e+01,1.794408130471207130e+02,7.903402187386060485e-01,4.601549836600672405e-01,5.288189782464901567e-01,5.055165504971990131e-01,5.673832102219863449e-01,8.415489399079968402e-01,5.372183416111886434e-01,6.957502310094486608e-01,7.316210714040534135e-01
