0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.800000000000000000e+02,-1.350000000000000000e+02,1.046747267246246338e-01,8.930039978027342329e+01,1.802636871337890625e+02,-1.351830749511718750e+02
1.000000000000000000e+00,1.343272443862305598e+00,9.009999999999999432e+01,1.800000000000000000e+02,-1.312311911643720350e+02,1.046747267246246338e-01,8.930039978027342329e+01,1.802636871337890625e+02,-1.351830749511718750e+02
2.000000000000000000e+00,2.673179103588040562e+00,9.020000000000000284e+01,1.800000000000000000e+02,-1.274689941000915923e+02,1.046747267246246338e-01,8.930039978027342329e+01,1.802636871337890625e+02,-1.351830749511718750e+02
3.000000000000000000e+00,3.989852970951399236e+00,9.029999999999999716e+01,1.800000000000000000e+02,-1.237200089792126079e+02,1.050653457641601562e-01,8.930049133300781250e+01,1.802636871337890625e+02,-1.351822204589843750e+02
4.000000000000000000e+00,5.293425714436371443e+00,9.040000000000000568e+01,1.800000000000000000e+02,-1.199908127955507950e+02,1.351434886455535889e-01,8.930126953125000000e+01,1.802635803222656250e+02,-1.348741302490234375e+02
5.000000000000000000e+00,6.584027692403608079e+00,9.050000000000000000e+01,1.800000000000000000e+02,-1.162879478264016626e+02,3.603388071060180664e-01,8.930488586425781250e+01,1.802631988525390909e+02,-1.343891906738281250e+02
6.000000000000000000e+00,7.861787966126423832e+00,9.059999999999999432e+01,1.800000000000000000e+02,-1.126179101551630595e+02,8.049677014350890003e-01,8.934590148925782671e+01,1.802622222900390341e+02,-1.335148925781250000e+02
7.000000000000000000e+00,9.126834312696983531e+00,9.069999999999998863e+01,1.800000000000000000e+02,-1.089871382749975481e+02,1.368541955947875977e+00,8.944033813476562500e+01,1.802609405517578125e+02,-1.325207214355468750e+02
8.000000000000000000e+00,1.037929323780417157e+01,9.079999999999999716e+01,1.800000000000000000e+02,-1.054020017935275035e+02,2.052819252014160156e+00,8.954121398925781250e+01,1.802545013427734375e+02,-1.313026733398437500e+02
9.000000000000000000e+00,1.161928998838419425e+01,9.089999999999999147e+01,1.800000000000000000e+02,-1.018687902583789793e+02,2.828698158264160156e+00,8.965635681152343750e+01,1.802481536865234375e+02,-1.298175964355468750e+02
1.000000000000000000e+01,1.284694856514546579e+01,9.100000000000000000e+01,1.800000000000000000e+02,-9.839370212317798803e+01,3.777233362197875977e+00,8.977081298828125000e+01,1.802252044677734091e+02,-1.280491333007812500e+02
1.100000000000000000e+01,1.406239173496869022e+01,9.109999999999999432e+01,1.800000000000000000e+02,-9.498283387335652606e+01,4.867467880249023438e+00,8.987910461425781250e+01,1.802199249267578125e+02,-1.260062255859374858e+02
1.200000000000000000e+01,1.526574104318374125e+01,9.120000000000000284e+01,1.800000000000000000e+02,-9.164216933084561845e+01,6.072252750396728516e+00,9.010899353027343750e+01,1.802131958007812500e+02,-1.236823654174804830e+02
