0.000000000000000000e+00,0.000000000000000000e+00,1.432394487827058072e+02,1.800000000000000000e+02,-1.350000000000000000e+02,8.988475036621093750e+01,1.428885803222656250e+02,3.152127075195312500e+02,-1.348319396972656250e+02
1.000000000000000000e+00,3.333161876175096960e+00,1.434781811973436731e+02,1.800000000000000000e+02,-1.255924383059111875e+02,8.988475036621093750e+01,1.428885803222656250e+02,3.152127075195312500e+02,-1.348319396972656250e+02
2.000000000000000000e+00,6.584027692403608079e+00,1.437169136119814823e+02,1.800000000000000000e+02,-1.162879478264016626e+02,8.988475036621093750e+01,1.428889617919921875e+02,3.152127075195312500e+02,-1.348319396972656250e+02
3.000000000000000000e+00,9.754629345645364324e+00,1.439556460266193483e+02,1.800000000000000000e+02,-1.071884705062547312e+02,8.988475036621093750e+01,1.428893585205078125e+02,3.152127075195312500e+02,-1.348319396972656250e+02
4.000000000000000000e+00,1.284694856514546579e+01,1.441943784412571858e+02,1.800000000000000000e+02,-9.839370212317798803e+01,8.988475036621093750e+01,1.428896484375000000e+02,3.152127075195312500e+02,-1.348319396972656250e+02
5.000000000000000000e+00,1.586291815107961156e+01,1.444331108558950234e+02,1.800000000000000000e+02,-9.000000000000000000e+01,8.988475036621093750e+01,1.429004974365234375e+02,3.152127075195312500e+02,-1.348319396972656250e+02
6.000000000000000000e+00,1.880442318261719592e+01,1.446718432705328610e+02,1.800000000000000000e+02,-8.209932729367741899e+01,8.988484954833982954e+01,1.430242156982421875e+02,3.152127990722656250e+02,-1.348319396972656250e+02
7.000000000000000000e+00,2.167330219615700670e+01,1.449105756851707270e+02,1.800000000000000000e+02,-7.477824542770275684e+01,8.988484954833982954e+01,1.430873107910155966e+02,3.152127990722656250e+02,-1.348319396972656250e+02
8.000000000000000000e+00,2.447134833447245583e+01,1.451493080998085361e+02,1.800000000000000000e+02,-6.811696570703452380e+01,8.988484954833982954e+01,1.431262664794921875e+02,3.152127990722656250e+02,-1.348319396972656250e+02
9.000000000000000000e+00,2.720031046748409409e+01,1.453880405144464021e+02,1.800000000000000000e+02,-6.218847050625473116e+01,8.988484954833982954e+01,1.432189483642577841e+02,3.152127990722656250e+02,-1.348319396972656250e+02
