0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.800000000000000000e+02,-1.350000000000000000e+02,1.234245300292968889e-01,8.938906860351563921e+01,1.802137756347656250e+02,-1.348933105468750000e+02,5.862167884101072701e-01,-4.302073098434084364e-01,3.625795894770240668e-01,4.994136375519238058e-01,-5.606923439602045089e-01,8.441394211168150585e-01,4.304187119710532472e-01,-7.698272090445199556e-01,7.515359502293750271e-01,8.381872002490600160e-01,-2.215401117415999321e-01,7.128457507072817334e-01
1.250000000000000000e-01,8.411187658417151880e-01,9.006250000000000000e+01,1.800000000000000000e+02,-1.326440746522914083e+02,1.234245300292968889e-01,8.938906860351563921e+01,1.802137756347656250e+02,-1.348933105468750000e+02,5.862167884101072701e-01,-4.302073098434084364e-01,3.625795894770240668e-01,4.994136375519238058e-01,-5.606923439602045089e-01,8.441394211168150585e-01,4.304187119710532472e-01,-7.698272090445199556e-01,7.515359502293750271e-01,8.381872002490600160e-01,-2.215401117415999321e-01,7.128457507072817334e-01
2.500000000000000000e-01,1.676996933326005301e+00,9.012500000000000000e+01,1.800000000000000000e+02,-1.302897639381350530e+02,1.344597041606903076e-01,8.939044189453126421e+01,1.802134857177734375e+02,-1.348864898681640625e+02,5.862070696279451099e-01,-4.302118316882009297e-01,3.625795894770240668e-01,4.994119958381607605e-01,-5.606938490577371148e-01,8.441394211168150585e-01,4.304185884832991138e-01,-7.698273326999723887e-01,7.515359502293750271e-01,8.380792997582572346e-01,-2.215929088107859157e-01,7.128457507072817334e-01
3.750000000000000000e-01,2.507667154050086555e+00,9.018750000000000000e+01,1.800000000000000000e+02,-1.279386813844939610e+02,2.791862487792968750e-01,8.941632080078125000e+01,1.802119140624999716e+02,-1.341985626220703125e+02,5.861823252176839860e-01,-4.302289595774062003e-01,3.625716204068960558e-01,4.994075155173688385e-01,-5.606981166209132894e-01,8.441355086815591768e-01,4.304182619339851912e-01,-7.698276616711310361e-01,7.515356208114682968e-01,8.378180627879422415e-01,-2.217847390883511127e-01,7.127518857363143168e-01
5.000000000000000000e-01,3.333161876175096960e+00,9.025000000000000000e+01,1.800000000000000000e+02,-1.255924383059111875e+02,5.377799868583679199e-01,8.951016235351563921e+01,1.802094726562500284e+02,-1.330965728759765625e+02,5.861383407898994591e-01,-4.302640240019922069e-01,3.625473490836753077e-01,4.994030552770413744e-01,-5.607027658092593736e-01,8.441310802698658300e-01,4.304179408468030155e-01,-7.698279865005880351e-01,7.515352935729218142e-01,8.373807968020227088e-01,-2.221495024218881620e-01,7.124840344768481604e-01
6.250000000000000000e-01,4.153513345693542469e+00,9.031250000000000000e+01,1.800000000000000000e+02,-1.232526427001953522e+02,1.041686296463012695e+00,8.978848266601563921e+01,1.802013702392577841e+02,-1.316311035156250000e+02,5.860793859108023307e-01,-4.303169836937449366e-01,3.625051295707454324e-01,4.994001415677568612e-01,-5.607068795506946479e-01,8.441267922590557360e-01,4.304176382787739952e-01,-7.698283012428704941e-01,7.515349751623143781e-01,8.367948649030253483e-01,-2.226742899593404934e-01,7.120462614560235659e-01
7.500000000000000000e-01,4.968753607689054164e+00,9.037500000000000000e+01,1.800000000000000000e+02,-1.209208981463792298e+02,1.272838592529296875e+00,8.985274505615234375e+01,1.801994171142578125e+02,-1.308698730468750000e+02,5.859945834690971633e-01,-4.303883842889578704e-01,3.624409897816160409e-01,4.993973246439343261e-01,-5.607097059804468930e-01,8.441228017438566766e-01,4.304173416382117145e-01,-7.698286007887806814e-01,7.515346635637498718e-01,8.359659821082574549e-01,-2.233723279065666367e-01,7.114210665895213115e-01
8.750000000000000000e-01,5.778914507588025273e+00,9.043750000000000000e+01,1.800000000000000000e+02,-1.185988027057067313e+02,1.772155046463012695e+00,9.005792236328125000e+01,1.801905364990234375e+02,-1.300570983886718750e+02,5.858941213120284486e-01,-4.304810525907034613e-01,3.623629664161449049e-01,4.993958633677739734e-01,-5.607117165275002924e-01,8.441207844120550696e-01,4.304170700622011458e-01,-7.698288850225343261e-01,7.515343765461626191e-01,8.348803170055187906e-01,-2.243149859733809814e-01,7.106272135791212863e-01
1.000000000000000000e+00,6.584027692403608079e+00,9.050000000000000000e+01,1.800000000000000000e+02,-1.162879478264016626e+02,4.449205875396728516e+00,9.086895751953125000e+01,1.801044006347656250e+02,-1.238445892333984233e+02,5.858536038282116110e-01,-4.305570981933531383e-01,3.622928204322402590e-01,4.993964401315220125e-01,-5.607123098928847860e-01,8.441199680098870894e-01,4.304169482917611922e-01,-7.698291072598163476e-01,7.515341439507402521e-01,8.342637705772969481e-01,-2.252498684028027276e-01,7.098154766434914276e-01
1.125000000000000000e+00,7.384124611971963681e+00,9.056250000000000000e+01,1.800000000000000000e+02,-1.139899172529685103e+02,5.880162715911865234e+00,9.107452392578125000e+01,1.800576171874999716e+02,-1.192320938110351562e+02,5.858273673656415603e-01,-4.305943399431888530e-01,3.622229229202725831e-01,4.993966419869328432e-01,-5.607121644386043879e-01,8.441198183688333190e-01,4.304168902171494060e-01,-7.698292124892903709e-01,7.515339519015672431e-01,8.338637631742916723e-01,-2.258264824239394064e-01,7.089411445701168102e-01
