0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,1.800000000000000000e+02,8.397826552391053634e-02,8.924755859375000000e+01,1.801861572265625000e+02,7.695212050649499202e-01,-3.982457995716134902e-01,5.754628944075524943e-01,4.994136375519238058e-01,-5.606923439602045089e-01,8.441394211168150585e-01,5.301205568598077456e-01,6.988547321924163391e-01,-7.334997723899966404e-01
5.000000000000000000e-01,6.584027692403608079e+00,9.050000000000000000e+01,1.800000000000000000e+02,8.397826552391053634e-02,8.924755859375000000e+01,1.801861572265625000e+02,7.695212050649499202e-01,-3.982457995716134902e-01,5.754628944075524943e-01,4.994136375519238058e-01,-5.606923439602045089e-01,8.441394211168150585e-01,5.301205568598077456e-01,6.988547321924163391e-01,-7.334997723899966404e-01
1.000000000000000000e+00,1.284694856514546579e+01,9.100000000000000000e+01,1.800000000000000000e+02,2.746576070785522461e+00,8.930625152587890625e+01,1.801851806640625000e+02,7.690429204842419431e-01,-3.985535974688150240e-01,5.754628944075524943e-01,4.994049089846296918e-01,-5.606987982946369797e-01,8.441394211168150585e-01,5.301202993347037262e-01,6.988544733092366679e-01,-7.334997723899966404e-01
1.500000000000000000e+00,1.880442318261719592e+01,9.150000000000000000e+01,1.800000000000000000e+02,7.620794773101806641e+00,8.945283508300779829e+01,1.801453247070312500e+02,7.682019203974209676e-01,-3.993131375602448907e-01,5.749740957876255942e-01,4.993789720888539563e-01,-5.607202575221174046e-01,8.441235531024946503e-01,5.301201165468242271e-01,6.988542403909558942e-01,-7.335000065365874233e-01
2.000000000000000000e+00,2.447134833447245583e+01,9.200000000000000000e+01,1.800000000000000000e+02,1.468495464324951172e+01,9.018457031250001421e+01,1.801014709472656250e+02,7.674071671839997055e-01,-4.002213602310886742e-01,5.741538443497702371e-01,4.993531316634136075e-01,-5.607493964156619048e-01,8.440994446605860624e-01,5.301200205084029005e-01,6.988541028466063176e-01,-7.335001818030958409e-01
2.500000000000000000e+00,2.986189428536034285e+01,9.250000000000000000e+01,1.800000000000000000e+02,2.304559898376464844e+01,9.113759613037109375e+01,1.800739440917968466e+02,7.669230368183839186e-01,-4.009164431384683591e-01,5.733595222332471542e-01,4.993331416819032920e-01,-5.607760334553058001e-01,8.440694074669524705e-01,5.301199709034047913e-01,6.988540347753645632e-01,-7.335002792933976723e-01
3.000000000000000000e+00,3.498954020796808351e+01,9.300000000000000000e+01,1.800000000000000000e+02,3.060175132751464844e+01,9.224951171875000000e+01,1.800447387695312784e+02,7.666828792706891216e-01,-4.012895205149317190e-01,5.728238819885376198e-01,4.993244218362237752e-01,-5.607918630848858221e-01,8.440483141772735509e-01,5.301199503539592017e-01,6.988540008113081070e-01,-7.335003259011102505e-01
3.500000000000000000e+00,3.986710788797368821e+01,9.350000000000000000e+01,1.800000000000000000e+02,3.678212356567382812e+01,9.325097656250000000e+01,1.800422058105468750e+02,7.665649054292605902e-01,-4.014573153091751667e-01,5.725632179277099221e-01,4.993224885263840562e-01,-5.607976895500301762e-01,8.440377370652023536e-01,5.301199365613669112e-01,6.988539861909608408e-01,-7.335003500655723485e-01
4.000000000000000000e+00,4.450679378518869100e+01,9.400000000000000000e+01,1.800000000000000000e+02,4.141601181030273438e+01,9.405156707763671875e+01,1.800416259765624716e+02,7.664728649607637223e-01,-4.015491831292404279e-01,5.724325538603303176e-01,4.993226794487902742e-01,-5.607986115366168089e-01,8.440349584507245151e-01,5.301199234851258213e-01,6.988539729325726757e-01,-7.335003641196554680e-01
4.500000000000000000e+00,4.892019953106060370e+01,9.450000000000000000e+01,1.800000000000000000e+02,4.489315795898437500e+01,9.446113586425781250e+01,1.800404357910156534e+02,7.663536610942975891e-01,-4.016406729127989239e-01,5.723412356922350508e-01,4.993226250836769187e-01,-5.607985394019875391e-01,8.440346101041794613e-01,5.301199110380226953e-01,6.988539601191019468e-01,-7.335003771116129778e-01
